_id,project_title,project_job_number,bb_encore_clients.name,client_project_number,accreditationISbb_encore_accreditation_typesID,client_contact_1ISbb_encore_client_contactsID,client_contact_2ISbb_encore_client_contactsID,client_contact_3ISbb_encore_client_contactsID,client_contact_4ISbb_encore_client_contactsID,client_contact_preferred_email_recipient_numberNUM,client_contact_email_listISsmallplaintextbox,project_detailISsmallplaintextbox,internal_notesISsmallplaintextbox,external_notesISsmallplaintextbox,feedback_service_commentsISsmallplaintextbox,feedback_continuous_improvementISsmallplaintextbox,feedback_positive_aspectsISsmallplaintextbox,main_supplierISbb_encore_suppliersID,main_supplier_notesISsmallplaintextbox,main_supplier2ISbb_encore_suppliersID,main_supplier2_notesISsmallplaintextbox,main_supplier3ISbb_encore_suppliersID,main_supplier3_notesISsmallplaintextbox,site_address1,site_address2,site_address3,site_city,site_postcode,services_start_date,project_end_date,project_length,project_budget,floor_area_m2NUM,forecast_adjust_percentNUM,Senior_Project_ManagerISbb_encore_client_contactsID,Project_ManagerISbb_encore_client_contactsID,Shell_And_Core_Contractor,Contracts_Manager,Contracts_Manager_Contact_DetailsISsmallplaintextbox,Contracts_Manager_Email_Address,Strip_Out_ProjectYN,Strip_Out_Contractor,Strip_Out_Contact,Strip_Out_Contact_DetailsISsmallplaintextbox,Strip_Out_Contact_Email_Address,Document_Controller,Document_Controller_Contact_DetailsISsmallplaintextbox,Document_Controller_Email_Address,Waste_Contractor,Waste_CoordinatorISbb_usersID_IN_Staff,encore_operations_managerISbb_usersID_IN_Staff,encore_operations_directorISbb_usersID_IN_Staff,considerate_constructor_schemeYN,BREEAM_Assessor,BREEAM_Assessor_AddressISsmallplaintextbox,BREEAM_Assessor_Contact_DetailsISsmallplaintextbox,BREEAM_rating_Target,BREEAM_dashboard_targetNUM,SKA_Assessor,SKA_Assessor_Contact_DetailsISsmallplaintextbox,SKA_rating_Target,PCEA_requiredYN,PCEA_sent_date,waste_min_opt_demolitISLIST_Client_Encore_Both_Other,waste_min_opt_purchISLIST_Client_Encore_Both_Other,waste_min_opt_storageISLIST_Client_Encore_Both_Other,waste_min_opt_handlingISLIST_Client_Encore_Both_Other,waste_min_opt_materialsISLIST_Client_Encore_Both_Other,waste_min_opt_material_suppISLIST_Client_Encore_Both_Other,waste_min_opt_proj_natureISLIST_Client_Encore_Both_Other,remp_additional_pdf01ISfile,override_client_color,procurement_sheetISfile,rate_cardISfile,send_automated_emailsYN,uninvoiced_total_thresholdNUM,non_remp_projectYN,archive_projectYN,_apikey,_deleted,_authorid,_dateadded,_modifierid,_datemodified
548,"Interserve Construction Ltd (Paragon div)- 3 Minster Court Phase 2 works",LSE0123,"Interserve Construction Ltd ( Paragon Div )",8803,,500,618,619,,,,"Attendances & builders works for tenant's duct installation in existing riser, connection 9m drain from tenants new gully into existing SVP and installing partitions and doors to split level 4 into two sections together with adaptions/enhancements to mechanical and electrical installations together with floor & ceiling adapations to suit CDP-Grillage floor within riser.",,,,,,180,,,,,,"3 Minster Court","Marks Lane",,London,"EC3R 7DD","2018-04-16 00:00:00","2018-07-09 00:00:00","12 Weeks","£666,431.75",500.00000000,,619,,,,,,0,,,,,,,,"Encore Environment Limited",11,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,739936878f841b217d8830dca77d9ef2,0,11,"2018-04-16 15:54:07",9,"2019-07-25 13:53:30"
549,"*Square One Construction - Harwoods Jaguar Land Rover",SQU0001,"Square One Construction",,,621,,,,,,"Car Showroom, offices, kitchen, workshop toilets, 2 one bedroom flats with landscaping, access and parking following demolition.",,,,,,,,,,,,"Brighton Road",,Coulsdon,Surrey,"CR5 3EA","2018-02-01 00:00:00","2018-08-31 00:00:00","6 months","5,000,000",1500.00000000,,,621,,,,,0,,,,,,,,"Encore Environment",19,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,cc9e4e22343a6ab7e3b33dd9a0d4c10a,0,19,"2018-04-18 12:38:15",21,"2018-05-11 09:55:15"
550,"Project 7- York Road",PRO0008,"Project7 Construction Ltd",,,616,625,,,,,,,,,,,158,,,,,,"23 York Road",,,Camberley,"GU15 4HS","2018-04-25 00:00:00",,,,,,,616,,,,,0,,,,,,,,,19,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/550/Rate Card- Camberley .doc",1,1000.00000000,0,1,9597278ec06a49d965cff4dac4920142,0,19,"2018-04-23 09:28:01",19,"2018-08-06 13:49:27"
551,"Farrans- Parliament Hill School, Teaching Block",FAR0004,Farrans,,,578,,,,,,"Redevelopment of school following partial demolition works of the existing buildings with full refurbishment works","- No services between 7.30AM and 9AM or between 3PM-4PM due to site being a school. - The route to site MUST be along Highgate Road approaching ONLY from Kentish Town.- Drivers must phone ahead of arrival.- No stopping/waiting/parking is permitted on Highgate Road or the surrounding residential area. - Vehicles must leave as per the route outlined- turning right when leaving site onto Highgate Road and heading toward Kentish Town. - The above must be adhered to and there will be a penalty fine applied should the above not be adhered to.- Encore Environment cannot accept any waiting time, additional charges or wasted journey charges if the above restrictions are not followed. - Please ask Encore to provide the map which will need to be adhered to for all services, should you not already hold a copy.","- No services between 7.30AM and 9AM or between 3PM-4PM due to site being a school. - The route to site MUST be along Highgate Road approaching ONLY from Kentish Town.- Drivers must phone ahead of arrival.- No stopping/waiting/parking is permitted on Highgate Road or the surrounding residential area. - Vehicles must leave as per the route outlined- turning right when leaving site onto Highgate Road and heading toward Kentish Town. - The above must be adhered to and there will be a penalty fine applied should the above not be adhered to.- Encore Environment cannot accept any waiting time, additional charges or wasted journey charges if the above restrictions are not followed. - Please ask Encore to provide the map which will need to be adhered to for all services, should you not already hold a copy.",,,,134,"12YD mixed- £269.50- price until April 2018. 
April 2018 onwards, 12YD mixed- £271.45",899,"12YD mixed- £250.00",368,"12YD mixed- £263.008YD concrete wash out- £213.00","Parliament Hill School","Teaching Block",Highgate,London,"NW5 1RL","2018-01-10 00:00:00","2020-11-02 00:00:00","147 weeks",,,,,578,,,,,0,,,,,,,,"Encore Environment",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,218fdc27a5d86e90c0f62579eae755e6,0,9,"2018-04-23 13:20:10",9,"2018-07-12 09:56:41"
552,"Overbury- Beiersdoft, Trinity Park",OVETCL011545,"Overbury Central",220541,,72,372,,,,,"CAT B fit out involving the building of cellular offices to the 2nd 1st and grd floors with open plan desks to the main areas with tea points",,,,,,206,"12YD enclosed, mixed- £210.00 delivery
£220.00- exchange
£15.00 collection
14YD metal- £110.00
14YD plasterboard- £100.00 transport, £115.00 per T. Min 3T",,,,,"Beiersdoft, Trinity Central","Trinity Park","Bickenhill Lane, Solihull",Birmingham,"B37 7ES","2018-04-26 00:00:00","2018-07-25 00:00:00","14 weeks",1900000.00,2323.00000000,,372,72,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/552/Beiersdoft, Trinity Park.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/552/Rate Card- Beiersdoft,Trinity Park.doc",1,3000.00000000,0,1,13680efc7721ba9c13d2da3e47ca1f83,0,9,"2018-04-25 12:40:47",9,"2018-10-01 10:19:52"
553,"Interserve Construction Ltd (Paragon div) - Camberley Shopping Mall Phase 2 Strip Out",LSE0124,"Interserve Construction Ltd ( Paragon Div )",8710,,367,,,,,,,,,,,,180,,313,,,,,,,,,,,,,,,,,,,,,1,"Allied Logisitics","Mel Lilley",,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0.00000000,1,1,65b2c0dc6d7165f92478f795029cfa75,0,11,"2018-04-25 16:25:54",11,"2018-08-31 15:46:15"
554,"*Collins- King's House",COLWIN0666,"Collins Construction Ltd",,,436,,,,,,,,,,,,,,,,,,"King's House","36 King's Street",,London,"EC2V 8BB",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,f9b864d8a703f6eca8e6d90a058c5fd7,0,9,"2018-04-26 15:07:13",9,"2018-04-26 15:07:13"
555,"Overbury- Overbury Head Office",OVETCL011546,"Overbury Central",,,626,,,,,,,,,,,,213,,,,,,"207 Fort Dunlop","Fort Parkway",,Birmingham,"B24 9FD","2018-05-02 00:00:00","2018-05-02 00:00:00",,,,,,,,,,,0,,,,,,,,,9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/555/Head offce haz waste rate card.pdf",1,1000.00000000,1,1,b719b231b92035df51593f221ccef85e,0,19,"2018-04-30 11:17:08",9,"2018-06-06 12:02:15"
556,"Area- Units 2&3 Millars Business Park, Wokingham",ARE0022,Area,AR22078/73,,655,687,,,,,"Warehouse and Office Alterations","Please ensure all drivers have full PPE on at all times on site.",,,,,113,,193,"20YD RORO, mixed- £135.00 transport, £135.00 per T. Min 3T.",,,"Units 2&3 Millars Business Park","Fishponds Close",,Wokingham,"RG41 2TZ","2018-05-01 00:00:00","2018-07-24 00:00:00","12 weeks","1,700,000",1200.00000000,,673,,,,,,0,,,,,,,,"Encore Environment",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/556/Wokingham procurement.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/556/Rate Card-Wokingham.pdf",1,2000.00000000,0,1,ab95eb607c5072454a72575e574f3859,0,19,"2018-04-30 17:17:33",9,"2018-10-05 12:39:23"
557,"Blackstone - Devon House",LSE0125,"Interserve Construction Ltd ( Paragon Div )",,3,627,,,,,,"Refurbishment of an existing 6 storey building to Cat A office accommodation. Including entrance reconfiguration, glazing replacement, new lifts, WC's, new reception, showers, external areas including Terraces, cycle store and courtyard.",,,,,,,,,,,,"58 St Katharines Way","St Katharines Docks",,London,"E1W 1LA","2018-07-02 00:00:00","2019-04-18 00:00:00","42 weeks","10,000,000.00",9000.00000000,,,,,,,,0,"KPH Construction",,,,"Toni Shand",,toni.shand@intparagon.com,"Encore Environment Limited",11,,15,1,"Martin Lawless MTT Sustain","9 Kingsway
London
WC2B 6XF",02078361133,"Very Good / Excellent",,,,,1,"2018-05-01 00:00:00",Other,Client,Client,Client,Client,Both,Encore,,,,,1,1.00000000,0,1,b66dee7c0c7e736fb8c3a9c21a010d72,0,11,"2018-05-01 11:23:50",11,"2019-01-04 16:16:44"
558,"Project 7- London Stadium",PRO0009,"Project7 Construction Ltd",,,629,598,,,,,,"This used to be the Pudding Mill Lane Entrance.",,,,,134,,,,,,"South Compound","Marshgate Lane",Stratford,London,"E15 2NH","2018-05-04 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment",19,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/558/Rate Card- London Stadium, Project 7.pdf",1,4000.00000000,0,1,3935a57ca231448ecf9cdf22bdeefd0d,0,19,"2018-05-03 13:25:56",9,"2019-01-18 10:04:00"
559,"Area- Vodafone, Smale House, London (Phase 1)",ARE0023,Area,AR21879/12,,705,633,180,,,,"The isolation and strip out of existing services and finishes and refurbishment of the two spaces in line with the remainder of the office accommodation. New Fit out works to match rest of building to include new M&E installation, wall and floor finishes, furniture and joinery installation.","Please ensure all drivers have full PPE on at all times on site.",,,,,180,"12YD mixed, £250.00
8YD plasterboard, £90.00 transport, £85.00 per T. No Min.",,,,,"Vodafone, Smale House","114 Great Suffolk Street",,London,"SE1 0BE","2018-05-21 00:00:00","2018-10-19 00:00:00","22 weeks","500,000",500.00000000,,180,633,,,,,0,Lawmens,"Matt Hampton",,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/559/Vodafone, London procurement.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/559/Rate Card-Vodafone, London.pdf",1,2000.00000000,0,1,2007946f5003ebc1f6a576e892ea989f,0,9,"2018-05-03 15:17:54",9,"2018-12-17 11:59:00"
560,"*Balfour Beatty- Ecclesall Infant School",BAL0001,"Balfour Beatty",,,632,,,,,,"Extension to school to provide 15 additional classrooms, large outdoor play area, parking, access and landscaping",,,,,,,,,,,,"Ecclesall Infant School High","Storrs Road",,Sheffield,"S11 7LG","2017-09-01 00:00:00","2018-07-01 00:00:00","42 weeks",5200000,2083.60000000,,632,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,b38901243c62ac82cc6434690da8aae7,0,9,"2018-05-04 14:19:33",21,"2018-05-11 09:50:55"
561,"*Fortem- Bristol Grove, Exeter Road, Parkway South, Winchester Avenue",FOR0001,Fortem,,,631,,,,,,"58 two bedroom houses, 16 three bedroom homes and 6 four bedroom houses with car parking, landscaping and access following demolition",,,,,,,,,,,,"4-29 Bristol Grove, 4-18 Exeter Road, 6-12 Parkway South. 4-18 and 24-30 Winchester Avenue",Doncaster,,"South Yorkshire","DN2 4JG","2017-04-01 00:00:00","2018-10-01 00:00:00","78 weeks","8,000,000",,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,d5175f5e2c75b0eff7f6e143856c9bcb,0,9,"2018-05-04 14:46:03",21,"2018-05-11 09:50:28"
562,"Collins- Southwark Street, Phase 2",COLWIN0667,"Collins Construction Ltd",,,609,,,,,,"White walls, raised access flooring and soft flooring to the lobby area.  The existing toilets will remain and receive a deep clean.  The roof covering will be overlaid with a new standing seam system.",,,,,,,,,,,,"61 Southwark Street",,,London,"SE1 0HL","2018-01-27 00:00:00","2018-06-15 00:00:00","20 weeks","800,000",360.00000000,,609,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,91d47b1b4838ce97137472137772bb9d,0,9,"2018-05-08 12:54:44",9,"2018-07-02 12:58:16"
563,"Area- Reading Uni",ARE0024,Area,AR22078/73,,655,701,,,,,"Cat B fit out of kitchens, tasting rooms and offices","Please ensure all drivers have full PPE on at all times on site.",,,,,113,"6YD wait and load, plasterboard. £185.00 incl. 1Tonne. £103.00 per T after. 20 mins waiting time included",,,,,"Reading Uni- Reading Scientific Services Ltd","Reading Science Centre, Whiteknights Campus","Pepper Lane",Reading,"RG6 6LA","2018-05-11 00:00:00","2018-08-31 00:00:00","16 weeks",1700000,550.00000000,,634,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/563/Rate Card-Reading Uni.pdf",1,4000.00000000,0,1,19cd8f9588a755120721047377bf351f,0,9,"2018-05-10 10:41:51",9,"2019-01-10 13:08:57"
564,"Interserve Construction Ltd (Paragon div) - Bupa Cromwell Enabling Works",LSE0126,"Interserve Construction Ltd ( Paragon Div )",3302,,4,587,,,,,"Enabling works to MEWS/garage and Lithotripsy units to enable the commencement of the main works to the OPD/POPD and Tomotherapy units.","All services between 7am-8am.",,,,,395,,,,,,"162-174 Cromwell Road",,,London,"SW5 0UT","2018-04-30 00:00:00","2018-06-01 00:00:00","4 weeks","£197,640.75",929.03000000,,,39,,,,,0,,,,,,,,"Ecnore Environment Limited",11,,15,1,,,,,,,,,0,,Other,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,6765fa118c860b3f1fc55d6fb5e7b8ff,0,11,"2018-05-10 12:15:49",9,"2018-08-07 14:18:09"
566,"Tower Demolition - Lancer Square",TOW0001,"Tower Demolition",,6,635,,,,,,"Lancer Square redevelopment to provide four buildings up to seven storeys in height to provide a mix of 51 apartments, retail and office space together with elderly housing.",,,,,,850,,,,,,"Lancer Square",Kensington,,London,"W8 4EH","2018-09-03 00:00:00","2020-09-07 00:00:00","24 months",15000000.00,8801.00000000,,635,,,,,,0,,,,,,,,"Encore Environment Ltd",19,,15,0,"Atelier Ten Ltd","38 Kingsland Rd, London E2 8DD","0207 749 5950",Excellent,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,6a6045ad434862d2beef92f21ddbe981,0,19,"2018-05-11 12:01:30",9,"2019-01-10 13:09:20"
567,"Rhino Interiors Group- Marel Colchester",RHI0001,"Rhino Interiors Group",,,636,,,,,,"Extensions and alterations to the existing main entrance and warehouse building",,,,,,,,,,,,"Marel, Wyncolls Road","Severalls Industrial Park",,Colchester,"CO4 9HW","2017-11-01 00:00:00","2018-07-01 00:00:00","39 weeks","600,000",185.00000000,,636,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,62ea9c89e04f61ebce78c4dce8c42bf1,0,9,"2018-05-11 13:47:07",9,"2019-01-10 13:09:37"
568,"*Paragon- Osborne Clarke",PARWH0772056,"Paragon - Private",,7,200,,,,,,"CAT B strip out to the 5th, 6th and 7th floor",,,,,,,,,,,,"Osborne Clarke","One London Wall",,London,"EC2Y 5EB","2018-07-06 00:00:00","2018-08-10 00:00:00","5 weeks",,6290.00000000,,,200,,,,,1,"Maxi Logistics",TBC,TBC,TBC,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,1,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,df9702eb9f9050e90922002ab05ef0f6,0,9,"2018-05-16 12:22:59",9,"2019-01-10 11:14:03"
569,"Paragon - RPS - Lambeth High Street",LSE0127,"Interserve Construction Ltd ( Paragon Div )",7122,,458,,,,,,,,,,,,176,,,,,,"1 Lambeth High Street",,,London,"SE1 7JN","2018-05-19 00:00:00","2018-05-19 00:00:00",,,,,,,,,,,0,,,,,,,,"Encore Environment Limited",11,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,100.00000000,1,1,a16dc801ab78d6705831f38a89fe05bc,0,11,"2018-05-16 13:18:50",11,"2018-06-01 11:40:22"
570,"*Baxall- 20 Upperton Road",BAX0001,Baxall,,,640,,,,,,"Cahnge of use from offices to provide 35 one and 38 two bedroom flats with associated parking",,,,,,,,,,,,"20 Upperton Road",Eastbourne,,"East Sussex","BN21 1EU","2017-04-05 00:00:00","2017-10-05 00:00:00","18 months",7000000,15476.00000000,,640,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,95912193ed43b71e1eca1186294ebfe0,0,9,"2018-05-18 15:21:54",9,"2019-01-10 13:09:54"
571,"*Balfour Beatty- Bobby Moore Academy, Primary School",BAL0002,"Balfour Beatty",,,641,,,,,,"Development of a two form entry primary school for 420 pupils. With associated staff rooms, offices, kitchen, changing room and playing field. With associated parking, access and landscaping works.",,,,,,,,,,,,"The Olympic Stadium","Stadium Island",Stratford,London,"E15 1BB","2016-12-23 00:00:00","2018-09-01 00:00:00","88 weeks",6500000,2289.00000000,,,641,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,3860246a17c726b0977c4d6db1d3b566,0,9,"2018-05-18 15:38:50",9,"2019-01-10 13:10:18"
572,"*McGoff- Downtown Woden Street",MCG0003,"McGoff Construction Ltd",,,642,,,,,,"383 flats, retail units, commercial units and associated works",,,,,,,,,,,,"Woden Street",Salford,,"Greater Manchester","M5 4UU","2017-04-01 00:00:00","2021-04-01 00:00:00","209 weeks",45000000,7200.00000000,,,642,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,a5c0ff119da1d198d94c21bfaf429a07,0,9,"2018-05-18 15:48:53",9,"2019-01-10 13:10:38"
573,"Interserve Construction Ltd (Paragon div) - 102 Petty France CPS works",LSE0128,"Interserve Construction Ltd ( Paragon Div )",4189,,65,643,,,1.00000000,,"CPS works – Refurbishment to Block A in 102 Petty France from Ground Floor up to Level 10 inclusive:
Decoration, replacement of carpet, relocation of floor boxes, removal of partitions, construction of new meeting rooms with glazing partitions and new doors, removal of chilled beams and installation of FCU’s with associated services.",,,,,,76,,330,,,,"102 Petty France",,,London,"SW1H 9AJ","2018-05-14 00:00:00","2018-08-27 00:00:00","13 Weeks","£2,400,000.00",5500.00000000,,,29,,,,,0,"Ideal Installations Ltd","David Roche",07899927570,david@ideal-installations.co.uk,"Wendy Jackson",07799017033,wendy.jackson@intparagon.com,"Encore Environment Limited",11,,15,1,,,,,,,,,0,,Other,Client,Client,Client,Client,Both,Encore,,,,,1,3000.00000000,0,1,7728da1ced7efecc998512ccb60abf9c,0,11,"2018-05-21 11:20:12",11,"2018-10-23 09:27:08"
574,"Paragon- Axis, The Scalpel",LSE0129,"Interserve Construction Ltd ( Paragon Div )",,7,64,,,,,,,,,,,,,,,,,,"52 Lime Street",,,London,"EC3M 7AF",,,,,,,64,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,Excellent,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,8707fb3c93e0b4083e23d4d5bef46834,0,9,"2018-05-21 14:02:18",9,"2019-01-10 11:14:26"
575,"Overbury- Yorke House",OVETCL011547,"Overbury Central",,,73,,,,,,"CAT A – small strip out works – including common areas and reinstate toilets with new",,,,,,206,,,,,,"Yorke House","Arleston Way",Solihull,Birmingham,"B90 4LH","2018-05-21 00:00:00","2018-08-10 00:00:00","12 weeks","500,000",850.00000000,,73,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/575/Rate Card- Yorke House.pdf",1,2000.00000000,0,1,3def5008368c5fb9e3ffff92e0ef4110,0,9,"2018-05-21 14:44:17",9,"2018-10-01 10:20:42"
576,"Area- Bernard Street",ARE0025,Area,,,655,645,,,,,,,,,,,,,,,,,"40 Bernard Street",Bloomsbury,,London,"WC1N 1LE","2018-05-23 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,ed2f1033da18ebd5f3cab89b1292fb4b,0,9,"2018-05-22 09:50:05",9,"2018-08-24 15:56:01"
577,"Project 7- QEOP",PRO0010,"Project7 Construction Ltd",,,647,,,,,,,,,,,,385,,,,,,"Queen Elizabeth Olympic Park","Marshgate Lane",,London,"E15 2NH",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/577/Project 7 - QEOP Procurement.xlsx",,1,1000.00000000,0,1,c696c8cdd70a09ca71e04789ee7f9b15,0,9,"2018-05-23 11:20:07",9,"2019-02-20 11:24:49"
578,"* Bowmer & Kirkland- Derby Pool",BOW0001,"Bowmer & Kirkland",,,648,,,,,,"Development of Aquatic Centre, including a 10 lane, 50M swimming pool with associated teaching pool, a water play area, fitness suite, studio's, cafe, parking, access and landscaping.",,,,,,,,,,,,"Former Moorways Sports Complex","Moorways Lane",Derby,Derbyshire,"DE24 9HY","2018-06-18 00:00:00","2022-06-18 00:00:00","48 months","33,000,000",8717.00000000,,648,,,,,,0,,,,,,,,"Encore Environment",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,0,1,47f6a4db082b31526e92ae9a27f5907a,0,9,"2018-05-23 11:58:58",9,"2019-01-10 13:11:16"
579,"*Bowmer & Kirkland- Ark Pioneer Academy",BOW0002,"Bowmer & Kirkland",,,648,,,,,,"Erection of a primary and secondary academy for children aged 4-18 with various classrooms, office's, dining hall, assembly hall, kitchen, PE hall/sports pitches, changing rooms and toilets with associated acess, parking and landscaping.",,,,,,,,,,,,"Former Underhill Stadium","Camrose Avenue","Barnet Lane, Edgware",Middlesex,"HA8 6AG","2018-03-01 00:00:00","2019-12-01 00:00:00","21 months","33,000,000",9718.00000000,,648,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1000.00000000,0,1,aa8763de976f1d57794e6636a18574aa,0,9,"2018-05-23 12:54:23",9,"2019-01-10 13:11:33"
